description,hostname,field_name,field_value,snmp_index,data_source_path
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/0/15,146,<path_rra>/p-d5-rkt_traffic_in_146342.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/0/16,147,<path_rra>/p-d5-rkt_traffic_in_146343.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/0/17,148,<path_rra>/p-d5-rkt_traffic_in_146344.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/0/18,149,<path_rra>/p-d5-rkt_traffic_in_146345.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/0/19,150,<path_rra>/p-d5-rkt_traffic_in_146346.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/0,151,<path_rra>/p-d5-rkt_traffic_in_146347.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/1,152,<path_rra>/p-d5-rkt_traffic_in_146348.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/2,153,<path_rra>/p-d5-rkt_traffic_in_146349.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/3,154,<path_rra>/p-d5-rkt_traffic_in_146350.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/4,155,<path_rra>/p-d5-rkt_traffic_in_146351.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/5,156,<path_rra>/p-d5-rkt_traffic_in_146352.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/6,157,<path_rra>/p-d5-rkt_traffic_in_146353.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/7,158,<path_rra>/p-d5-rkt_traffic_in_146354.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/8,159,<path_rra>/p-d5-rkt_traffic_in_146355.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/9,160,<path_rra>/p-d5-rkt_traffic_in_146356.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/10,161,<path_rra>/p-d5-rkt_traffic_in_146357.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/11,162,<path_rra>/p-d5-rkt_traffic_in_146358.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/12,163,<path_rra>/p-d5-rkt_traffic_in_146359.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/13,164,<path_rra>/p-d5-rkt_traffic_in_146360.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/14,165,<path_rra>/p-d5-rkt_traffic_in_146361.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/15,166,<path_rra>/p-d5-rkt_traffic_in_146362.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/16,167,<path_rra>/p-d5-rkt_traffic_in_146363.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/17,168,<path_rra>/p-d5-rkt_traffic_in_146364.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/18,169,<path_rra>/p-d5-rkt_traffic_in_146365.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/19,170,<path_rra>/p-d5-rkt_traffic_in_146366.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/0,171,<path_rra>/p-d5-rkt_traffic_in_146367.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/1,172,<path_rra>/p-d5-rkt_traffic_in_146368.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/2,173,<path_rra>/p-d5-rkt_traffic_in_146369.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/3,174,<path_rra>/p-d5-rkt_traffic_in_146370.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/4,175,<path_rra>/p-d5-rkt_traffic_in_146371.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/5,176,<path_rra>/p-d5-rkt_traffic_in_146372.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/6,177,<path_rra>/p-d5-rkt_traffic_in_146373.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/7,178,<path_rra>/p-d5-rkt_traffic_in_146374.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/8,179,<path_rra>/p-d5-rkt_traffic_in_146375.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/9,180,<path_rra>/p-d5-rkt_traffic_in_146376.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/10,181,<path_rra>/p-d5-rkt_traffic_in_146377.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/11,182,<path_rra>/p-d5-rkt_traffic_in_146378.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/12,183,<path_rra>/p-d5-rkt_traffic_in_146379.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/13,184,<path_rra>/p-d5-rkt_traffic_in_146380.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/14,185,<path_rra>/p-d5-rkt_traffic_in_146381.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/15,186,<path_rra>/p-d5-rkt_traffic_in_146382.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/16,187,<path_rra>/p-d5-rkt_traffic_in_146383.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/17,188,<path_rra>/p-d5-rkt_traffic_in_146384.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/18,189,<path_rra>/p-d5-rkt_traffic_in_146385.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/0/19,190,<path_rra>/p-d5-rkt_traffic_in_146386.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/0,196,<path_rra>/p-d5-rkt_traffic_in_146387.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/1,197,<path_rra>/p-d5-rkt_traffic_in_146388.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/2,198,<path_rra>/p-d5-rkt_traffic_in_146389.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/3,199,<path_rra>/p-d5-rkt_traffic_in_146390.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/4,200,<path_rra>/p-d5-rkt_traffic_in_146391.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/5,201,<path_rra>/p-d5-rkt_traffic_in_146392.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/6,202,<path_rra>/p-d5-rkt_traffic_in_146393.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/7,203,<path_rra>/p-d5-rkt_traffic_in_146394.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/8,204,<path_rra>/p-d5-rkt_traffic_in_146395.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/9,205,<path_rra>/p-d5-rkt_traffic_in_146396.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/10,206,<path_rra>/p-d5-rkt_traffic_in_146397.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/11,207,<path_rra>/p-d5-rkt_traffic_in_146398.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/12,208,<path_rra>/p-d5-rkt_traffic_in_146399.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/13,209,<path_rra>/p-d5-rkt_traffic_in_146400.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/14,210,<path_rra>/p-d5-rkt_traffic_in_146401.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/15,211,<path_rra>/p-d5-rkt_traffic_in_146402.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/16,212,<path_rra>/p-d5-rkt_traffic_in_146403.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/17,213,<path_rra>/p-d5-rkt_traffic_in_146404.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/18,214,<path_rra>/p-d5-rkt_traffic_in_146405.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/19,215,<path_rra>/p-d5-rkt_traffic_in_146406.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/13/0/6,256,<path_rra>/p-d5-rkt_traffic_in_146407.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/13/0/5,257,<path_rra>/p-d5-rkt_traffic_in_146408.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/11/0/3,258,<path_rra>/p-d5-rkt_traffic_in_146409.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/11/0/6,259,<path_rra>/p-d5-rkt_traffic_in_146410.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/15/0/7,260,<path_rra>/p-d5-rkt_traffic_in_146411.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/15/0/1,261,<path_rra>/p-d5-rkt_traffic_in_146412.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/3/0/3,270,<path_rra>/p-d5-rkt_traffic_in_146413.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/3/0/0,271,<path_rra>/p-d5-rkt_traffic_in_146414.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/13/0/0,272,<path_rra>/p-d5-rkt_traffic_in_146415.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/13/0/1,273,<path_rra>/p-d5-rkt_traffic_in_146416.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/13/0/3,274,<path_rra>/p-d5-rkt_traffic_in_146417.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/13/0/7,275,<path_rra>/p-d5-rkt_traffic_in_146418.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/13/0/2,276,<path_rra>/p-d5-rkt_traffic_in_146419.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/13/0/4,277,<path_rra>/p-d5-rkt_traffic_in_146420.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/11/0/5,290,<path_rra>/p-d5-rkt_traffic_in_146423.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/11/0/2,292,<path_rra>/p-d5-rkt_traffic_in_146424.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/11/0/1,293,<path_rra>/p-d5-rkt_traffic_in_146425.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/11/0/0,294,<path_rra>/p-d5-rkt_traffic_in_146426.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/11/0/4,295,<path_rra>/p-d5-rkt_traffic_in_146427.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/11/0/7,296,<path_rra>/p-d5-rkt_traffic_in_146428.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/15/0/3,332,<path_rra>/p-d5-rkt_traffic_in_146461.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/15/0/5,333,<path_rra>/p-d5-rkt_traffic_in_146462.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/15/0/4,334,<path_rra>/p-d5-rkt_traffic_in_146463.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/15/0/0,335,<path_rra>/p-d5-rkt_traffic_in_146464.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/15/0/6,336,<path_rra>/p-d5-rkt_traffic_in_146465.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/15/0/2,337,<path_rra>/p-d5-rkt_traffic_in_146466.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/14/0/1,338,<path_rra>/p-d5-rkt_traffic_in_146467.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/14/0/6,339,<path_rra>/p-d5-rkt_traffic_in_146468.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/3/0/5,340,<path_rra>/p-d5-rkt_traffic_in_146469.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/3/0/7,341,<path_rra>/p-d5-rkt_traffic_in_146470.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/3/0/2,342,<path_rra>/p-d5-rkt_traffic_in_146471.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/3/0/1,343,<path_rra>/p-d5-rkt_traffic_in_146472.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/3/0/4,344,<path_rra>/p-d5-rkt_traffic_in_146473.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/3/0/6,345,<path_rra>/p-d5-rkt_traffic_in_146474.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/11,353,<path_rra>/p-d5-rkt_traffic_in_146481.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/0,354,<path_rra>/p-d5-rkt_traffic_in_146482.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/1,355,<path_rra>/p-d5-rkt_traffic_in_146483.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/2,356,<path_rra>/p-d5-rkt_traffic_in_146484.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/3,357,<path_rra>/p-d5-rkt_traffic_in_146485.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/4,358,<path_rra>/p-d5-rkt_traffic_in_146486.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/5,359,<path_rra>/p-d5-rkt_traffic_in_146487.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/6,360,<path_rra>/p-d5-rkt_traffic_in_146488.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/7,361,<path_rra>/p-d5-rkt_traffic_in_146489.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/8,362,<path_rra>/p-d5-rkt_traffic_in_146490.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/9,363,<path_rra>/p-d5-rkt_traffic_in_146491.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/10,364,<path_rra>/p-d5-rkt_traffic_in_146492.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/12,365,<path_rra>/p-d5-rkt_traffic_in_146493.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/13,366,<path_rra>/p-d5-rkt_traffic_in_146494.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/14,367,<path_rra>/p-d5-rkt_traffic_in_146495.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/15,368,<path_rra>/p-d5-rkt_traffic_in_146496.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/16,369,<path_rra>/p-d5-rkt_traffic_in_146497.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/17,370,<path_rra>/p-d5-rkt_traffic_in_146498.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/18,371,<path_rra>/p-d5-rkt_traffic_in_146499.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/19,372,<path_rra>/p-d5-rkt_traffic_in_146500.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/20,373,<path_rra>/p-d5-rkt_traffic_in_146501.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/21,374,<path_rra>/p-d5-rkt_traffic_in_146502.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/22,375,<path_rra>/p-d5-rkt_traffic_in_146503.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/23,376,<path_rra>/p-d5-rkt_traffic_in_146504.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/24,377,<path_rra>/p-d5-rkt_traffic_in_146505.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/25,378,<path_rra>/p-d5-rkt_traffic_in_146506.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/26,379,<path_rra>/p-d5-rkt_traffic_in_146507.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/27,380,<path_rra>/p-d5-rkt_traffic_in_146508.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/28,381,<path_rra>/p-d5-rkt_traffic_in_146509.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/29,382,<path_rra>/p-d5-rkt_traffic_in_146510.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/30,383,<path_rra>/p-d5-rkt_traffic_in_146511.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/0/0/31,384,<path_rra>/p-d5-rkt_traffic_in_146512.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/14/0/3,387,<path_rra>/p-d5-rkt_traffic_in_146515.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/14/0/4,388,<path_rra>/p-d5-rkt_traffic_in_146516.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/14/0/0,389,<path_rra>/p-d5-rkt_traffic_in_146517.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/14/0/7,390,<path_rra>/p-d5-rkt_traffic_in_146518.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/14/0/5,391,<path_rra>/p-d5-rkt_traffic_in_146519.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/14/0/2,392,<path_rra>/p-d5-rkt_traffic_in_146520.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/7/0/0,393,<path_rra>/p-d5-rkt_traffic_in_146521.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/7/0/5,394,<path_rra>/p-d5-rkt_traffic_in_146522.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/7/0/7,401,<path_rra>/p-d5-rkt_traffic_in_146529.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/7/0/2,402,<path_rra>/p-d5-rkt_traffic_in_146530.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/7/0/4,403,<path_rra>/p-d5-rkt_traffic_in_146531.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/7/0/6,404,<path_rra>/p-d5-rkt_traffic_in_146532.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/7/0/1,405,<path_rra>/p-d5-rkt_traffic_in_146533.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/7/0/3,406,<path_rra>/p-d5-rkt_traffic_in_146534.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/8/0/0,425,<path_rra>/p-d5-rkt_traffic_in_146535.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/8/0/4,426,<path_rra>/p-d5-rkt_traffic_in_146536.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/8/0/3,427,<path_rra>/p-d5-rkt_traffic_in_146537.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/8/0/7,428,<path_rra>/p-d5-rkt_traffic_in_146538.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/8/0/2,429,<path_rra>/p-d5-rkt_traffic_in_146539.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/8/0/1,430,<path_rra>/p-d5-rkt_traffic_in_146540.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/8/0/6,431,<path_rra>/p-d5-rkt_traffic_in_146541.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/8/0/5,432,<path_rra>/p-d5-rkt_traffic_in_146542.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/18/0/5,443,<path_rra>/p-d5-rkt_traffic_in_146543.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/18/0/6,444,<path_rra>/p-d5-rkt_traffic_in_146544.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/18/0/2,445,<path_rra>/p-d5-rkt_traffic_in_146545.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/18/0/1,446,<path_rra>/p-d5-rkt_traffic_in_146546.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/18/0/0,447,<path_rra>/p-d5-rkt_traffic_in_146547.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/18/0/3,448,<path_rra>/p-d5-rkt_traffic_in_146548.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/18/0/7,449,<path_rra>/p-d5-rkt_traffic_in_146549.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/18/0/4,450,<path_rra>/p-d5-rkt_traffic_in_146550.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether29,533,<path_rra>/p-d5-rkt_traffic_in_146551.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether20,534,<path_rra>/p-d5-rkt_traffic_in_146552.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether25,536,<path_rra>/p-d5-rkt_traffic_in_146554.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether25.106,537,<path_rra>/p-d5-rkt_traffic_in_146555.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether25.107,538,<path_rra>/p-d5-rkt_traffic_in_146556.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether25.125,539,<path_rra>/p-d5-rkt_traffic_in_146557.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether25.777,540,<path_rra>/p-d5-rkt_traffic_in_146558.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether16,541,<path_rra>/p-d5-rkt_traffic_in_146559.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether44,544,<path_rra>/p-d5-rkt_traffic_in_146563.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether26,545,<path_rra>/p-d5-rkt_traffic_in_146564.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether4,546,<path_rra>/p-d5-rkt_traffic_in_146565.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether18,547,<path_rra>/p-d5-rkt_traffic_in_146566.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/16.11,548,<path_rra>/p-d5-rkt_traffic_in_146567.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/16.52,549,<path_rra>/p-d5-rkt_traffic_in_146568.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/16.53,550,<path_rra>/p-d5-rkt_traffic_in_146569.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/9/1/16.54,551,<path_rra>/p-d5-rkt_traffic_in_146570.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/16.62,553,<path_rra>/p-d5-rkt_traffic_in_146572.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/16.70,554,<path_rra>/p-d5-rkt_traffic_in_146573.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/16.71,555,<path_rra>/p-d5-rkt_traffic_in_146574.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/16.104,556,<path_rra>/p-d5-rkt_traffic_in_146575.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/16.105,557,<path_rra>/p-d5-rkt_traffic_in_146576.rrd
 P-D5-RKT,61.5.14.165,ifName,TenGigE0/19/1/16.106,558,<path_rra>/p-d5-rkt_traffic_in_146577.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether23,559,<path_rra>/p-d5-rkt_traffic_in_146578.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether7,560,<path_rra>/p-d5-rkt_traffic_in_146579.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether11,561,<path_rra>/p-d5-rkt_traffic_in_146580.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether33,562,<path_rra>/p-d5-rkt_traffic_in_146583.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether33.105,563,<path_rra>/p-d5-rkt_traffic_in_146584.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether1,564,<path_rra>/p-d5-rkt_traffic_in_146585.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether15,565,<path_rra>/p-d5-rkt_traffic_in_146586.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether17,566,<path_rra>/p-d5-rkt_traffic_in_146587.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether9,567,<path_rra>/p-d5-rkt_traffic_in_146588.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether9.50,568,<path_rra>/p-d5-rkt_traffic_in_146589.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether8,569,<path_rra>/p-d5-rkt_traffic_in_146590.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether30,570,<path_rra>/p-d5-rkt_traffic_in_146592.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether100,571,<path_rra>/p-d5-rkt_traffic_in_146593.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether33.101,573,<path_rra>/p-d5-rkt_traffic_in_146595.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether33.103,574,<path_rra>/p-d5-rkt_traffic_in_146596.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether33.104,575,<path_rra>/p-d5-rkt_traffic_in_146597.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether13,576,<path_rra>/p-d5-rkt_traffic_in_146598.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether14,577,<path_rra>/p-d5-rkt_traffic_in_146599.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether19,578,<path_rra>/p-d5-rkt_traffic_in_146600.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether56,579,<path_rra>/p-d5-rkt_traffic_in_146601.rrd
 P-D5-RKT,61.5.14.165,ifName,Bundle-Ether6,584,<path_rra>/p-d5-rkt_traffic_in_146602.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/1/0/18,642,<path_rra>/p-d5-rkt_traffic_in_161371.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/1/0/0,643,<path_rra>/p-d5-rkt_traffic_in_161372.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/1/0/1,644,<path_rra>/p-d5-rkt_traffic_in_161373.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/1/0/2,645,<path_rra>/p-d5-rkt_traffic_in_161374.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/1/0/3,646,<path_rra>/p-d5-rkt_traffic_in_161375.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/1/0/7,647,<path_rra>/p-d5-rkt_traffic_in_161376.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/1/0/10,648,<path_rra>/p-d5-rkt_traffic_in_161377.rrd
